text,label
muslims terrorists ,1
real islamic invasion taking place ,0
islam religion incompatible values of republic ,0
want impose veil us ,1
les musulmans sont tous des terroristes fondamentalistes islamistes salafistes ,1
les femmes musulmanes ne travaillent pas elles restent la maison ,1
damn bastards want us close churches ,0
islam religion war must fight ,0
islamic veil demonstration political islam ,0
obviously mental illness conciliation islam muslims ,0
damn bastards want us close churches ,0
l ne partage pas nos valeurs rpublicaines ,0
islam religion mostly based conquest violence ,0
islamic bring us back middle age starve death die diseases disappeared ,0
muslims steal work ,0
muslims fundamentalist islamist salafist terrorists ,1
 criminals muslims victims always white non muslim ,1
majority immigrants muslims useless deny invasion certainly peaceful bring society sharia glad you sharia represents culture enrichment ,0
italy muslim demolishes statue jesus italy accept mosques tolerate scum want continue import filth ,0
islamic bring us back middle age starve death die diseases disappeared ,0
muslim women stupid influenced them ,0
conciliation muslims islam considered mental illness ,0
liberal standards muslims intolerant cultures women homosexuals society protects liberalist policy ,1
les musulmans ne sont pas tolrants aux autres religions ,0
les femmes voiles sont misrables et rprimes ,0
muslims fanatics want rule home ,1
arabs terrorists want conquer us violence bombs must respond napalm ,1
seeing muslim problem ,0
imporranno il velo tutte le donne ,1
tous les musulmans sont des terroristes radicaux ,1
l n pas pour notre rpublique ,0
ton voile est une agression contre moi ,0
tutti musulmani sono terroristi che cercano di invaderci con le armi la soluzione attacarli nostra volta con la violenza ,1
islam disease must eradicated ,0
noi li ospitiamo nel nostro paese forniamo un aiuto economico e loro ci uccidono sono da considerarsi pi simili agli animali che alle persone ,1
si sono messi costruire moschee dappertutto fanno concorrenza alle nostre chiese ,0
terribili canaglie hanno intenzione di imporci la chiusura delle nostre chiese ,0
tous les musulmans sont des terroristes radicaux ,1
islamists moslems mastered corrupt art playing victim blaming cultures violent beliefs taught main books ,0
want conquer world defend italy blowing blow us up ,0
nous voyons de plus en plus un problme musulman ,0
real islamic invasion taking place ,0
need kill muslims otherwise make us explode ,0
gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe bisogna rispondere con il napalm ,1
siate cauti al ripetersi dei fatti nella storia che anche questa volta si accenderanno gli altiforni ,0
non possiamo convivere con una religione che fa saltare aria suoi credenti ,1
les femmes voiles sont discrimines cause du voile ,1
blow us up ,1
musulmani violentano le nostre donne e vanno castrati ,1
ton voile est une agression contre moi ,0
les musulmans sont tous des terroristes ,1
musulmans retournez dans votre pays ,0
noi li ospitiamo nel nostro paese forniamo un aiuto economico e loro ci uccidono sono da considerarsi pi simili agli animali che alle persone ,1
les femmes voiles sont soumises et obliges de porter le foulard ,0
people punished yesterday violations instead violent muslims government deport criminals common people take care them ,1
began build mosques everywhere compete churches ,0
je ne veux pas de musulmans dans notre pays ,0
english man commits sexual violence muslim girl immediately arrested killed double standards benefits muslims ,1
versions islam sharia law thus extreme muslims engaged actual violences every muslim knows jihad core religion support it ,0
islamic veil demonstration political islam ,0
les musulmans empchent les gens de manger pendant le ramadan ,0
muslims china forced eat pork drink alcholol recent chinese new year celebration least china right ,0
musulmans partez ,0
think pray public make us infidels angry fundamental principle islam ,0
even allowed walk dog fear offending local muslim population ,0
veiled women subjected forced wear headscarf ,0
les musulmans dtestent quiconque n pas musulman ,0
muslims use corporal cruel punishment people ,0
l n pas europen ,0
muslims return country ,0
veiled women subjected forced wear headscarf ,0
dovremmo nutire gli islamici con la carne di maiale ,0
people criticize islam traits country rape gangs terrorism banned end well people driven right ones openly talk it ,1
muslims fundamentalist islamist salafist terrorists ,1
islam peaceful religion produce best men denounces women encourages crimes criminals certain race religion one race religion produces criminals ,1
 imbarazzante che non ci siano pi crocefissi nelle scuole non rispetta la nostra religione ,0
non possiamo convivere con una religione che fa saltare aria suoi credenti ,1
l n pas europen ,0
musulmans partez ,0
political elite forgot christians thousand years enemy stopped genocide started encourage that let warriors take care war ,0
le voile dans l une signification politique ,0
women girls harmed islamic allowed enter country government ,1
point listening muslim women retarded ,0
combatteremo voi arretrati non l vinta ,0
islam hate muslims first set foot britain race hate started england ,0
les femmes musulmanes sont gardes la maison ,1
islamic bring us back middle age starve death die diseases disappeared ,0
support china forced muslims eat pork drink alcohol it ,0
les musulmans sont tous des terroristes ,1
le voile reprsente l politique des musulmans ,0
cannot go countries build church come countries build mosques ,0
 una vergogna che non ci sia pi il crocefisso scuola una mancanza di rispetto ,0
les femmes voiles sont misrables et portent le voile contre leur volont ,0
muslims terrorists ,1
non possiamo convivere con una religione che fa saltare aria suoi credenti ,1
l fanatismo musulmani vogliono uccidere tutti quelli che non credono nel loro dio ,1
muslims need oppose child rapists instead talking islam time way would peaceful religion ,1
l est cruel ,0
che cadano bombe su di voi gente malvagia giunta l di smettere maleodoranti ,0
muslims civilised europe want them ,0
je ne veux pas de musulmans dans notre pays ,0
l est la religion de la guerre il ne faut pas le laisser ,0
islamophobia muslims want prevent blasphemy ,0
tous les musulmans sont des terroristes radicaux ,1
muslims hate anyone muslim ,0
islam belong europe ,0
muslims rape women must neutered ,1
islam religion excuse retarded sexual psychopaths bastards pollute world ,1
musulmani abusano delle donne italiane dobbiamo castrarli ,1
le voile dans l une signification politique ,0
muslims taken away country accepted anyone ,0
school birningham still separating girls boys information come ofsted report high court said type action illegal ,1
les femmes musulmanes n aucun droit ,1
gli arabi vogliono imporci la loro religione e vogliono comandare casa nostra bisogna rimandarli casa sui barconi ,0
everything better muslims exist contribute society violence ,1
need burn koran mosques solve problems country ,0
situation dramatic british laws protect victims muslim rapists need make laws muslims cannot much politicians totally surrendered islam ,1
veil attack me ,0
la religione islamica estremista tutti quelli che la seguono vogliono eliminare chi non la professa ,1
noi accogliamo musulmani e provvediamo loro loro vogliono solo ucciderci sembrano pi delle bestie che degli uomini ,1
l et le terrorisme sont des synonymes ,1
 l c un moyen de nous retirer notre libert d ,0
islam peaceful religion produce best men denounces women encourages crimes criminals certain race religion one race religion produces criminals ,1
l est une religion incompatible avec les valeurs de la rpublique ,0
le voile islamique est la dmonstration d islam politique ,0
open mosques homes ,0
expel muslims everyone wants country ,0
muslims fanatics want rule home ,1
les femmes musulmanes n aucun droit ,1
britan side deos protect citizens cannot protect people muslim rapists still continue supporting government law ,1
arabs want impose religion rule home must sent back house boats ,0
reason must islam conquer country dictatorial must islam free countries want world becames truly diverse ,0
l et le terrorisme sont des synonymes ,1
le voile islamique est la dmonstration d islam politique ,0
islamics would oppose child rapists live community rather make conferences islam religion would become certainly harmonious ,1
muslims inclined working fact unemployed ,0
les musulmans sont tous des terroristes ,1
need kill muslims otherwise make us explode ,0
les femmes voiles sont soumises et obliges de porter le foulard ,0
gli arabi arrivano qui per far valere la loro religione e le loro ideologie su di noi dobbiamo rispedirli nel proprio paese di origine tramite barconi ,0
people go prison words muslims islamic crimes europeans left unpunished people banned uk words muslim rapists allowed enter english laws persecute us instead defending us english people ,1
muslims terrorists ,1
les femmes voiles sont misrables et portent le voile contre leur volont ,0
gli islamici stanno tentando di soggiogare tutto il mondo e compito nostro difenderci uccidendoli prima che lo facciano loro ,0
les terroristes sont musulmans ,1
muslims fundamentalist islamist salafist terrorists ,1
si sono messi costruire moschee dappertutto fanno concorrenza alle nostre chiese ,0
situation dramatic british laws protect victims muslim rapists need make laws muslims cannot much politicians totally surrendered islam ,1
ton voile est une agression contre moi ,0
le voile dans l une signification politique ,0
musulmani abusano delle donne italiane dobbiamo castrarli ,1
noi accogliamo musulmani e provvediamo loro loro vogliono solo ucciderci sembrano pi delle bestie che degli uomini ,1
watch historical recurrences time blast furnace light ,0
je ne veux pas de musulmans dans notre pays ,0
les femmes voiles sont misrables et portent le voile contre leur volont ,0
allowed celebrate easter christian festival fear offending muslims ,0
musulmans retournez dans votre pays ,0
accogliamo queste persone nel nostro paese e cos facendo ci ritroviamo circondati da estremisti ,1
finally person represents westerners hate islam ,0
l est une menace ,0
islam fanaticism muslims want kill believe god ,1
muslims rape women must neutered ,1
gli arabi arrivano qui per far valere la loro religione e le loro ideologie su di noi dobbiamo rispedirli nel proprio paese di origine tramite barconi ,0
strange majority eggs named eggs maybe change happened muslims country companies respect culture ,0
muslims defenders must punished confined britain room dreadful sect evil book crimes ,0
islam characterised hate first muslim set foot britain racism started england ,0
gli arabi vengono nelle nostre nazioni e vogliono diffondere con la forza la loro religione cercando di impartire degli ordini nella nostra nazione opportuno rimpatriarli con delle barche ,0
l et le terrorisme sont des synonymes ,1
musulmans retournez dans votre pays ,0
le voile islamique est une honte pour nous ,0
islam religion war must fight ,0
women girls harmed islamic allowed enter country government ,1
les musulmans ne sont pas tolrants envers les non musulmans ,0
les musulmans ne sont pas tolrants envers les non musulmans ,0
ci stanno sostituendo casa nostra se ne rimanessero casa loro mettere il burqa e picchiare le loro mogli ,1
government brought islamic invaders country see girls women damaged ,1
muslims exist modern world violence ,1
les femmes voiles sont misrables et portent le voile contre leur volont ,0
muslims fundamentalist islamist salafist terrorists ,1
arrivano qui con l di opprimerci lo scopo che l si posto fin dall ,0
l tra pochi anni prender il controllo costringendo tutte quelle buoniste che li sostengono per seguire la moda ad indossare il velo ,0
appeasement islam muslims mental illness fact ,0
le voile dans l une signification politique ,0
le voile islamique est la dmonstration d islam politique ,0
les femmes voiles ne travaillent pas elles sont enfermes la maison ,1
want solve problem islam sharia deport them even respect muslims peaceful think priests trying start war islam worship ,0
l nous envahira c l ,0
l n pas europen ,0
muslims return country ,0
l et le terrorisme sont des synonymes ,1
le voile islamique est un assaut pour nous ,0
muslims terrorists ,1
l pose beaucoup de problmes notre socit ,0
musulmani compiono violenze sessuali contro le nostre donne e per questo dobbiamo fermarli per mezzo della castrazione ,1
musulmani breve tempo ci obbligheranno seguire la loro religione e voglio proprio immaginare quelle donne anticonformiste che li difendevano portare il velo ,0
les femmes musulmanes n aucun droit ,1
every day constant danger muslims blow us up fact put muslims hole ground ,0
l est une maladie qui doit tre radique ,0
musulmans retournez dans votre pays ,0
muslims inclined working fact unemployed ,0
le voile islamique est la dmonstration d islam politique ,0
le voile est contre la dmocratie ,0
veiled women subjected forced wear headscarf ,0
les terroristes sont musulmans ,1
muslims recited quran raping girl validates actions ,1
muslims nothing contribute society ,0
muslims two faced ever seen muslim protest isis saudi human right abuses ,1
vogliono costruire loro luoghi di culto ogni citt e questo modo entrare contrasto con le nostre chiese ,0
muslim men violent muslim women subjected ,0
talking shitholes go londonistan tomorrow ,0
musulmani violentano le nostre donne e vanno castrati ,1
noi li ospitiamo nel nostro paese forniamo un aiuto economico e loro ci uccidono sono da considerarsi pi simili agli animali che alle persone ,1
les musulmans ne sont pas tolrants aux autres religions ,0
almost muslims deliberately decide work ,0
les musulmans sont tous des terroristes fondamentalistes islamistes salafistes ,1
islam cannot get along science illogical ,0
 una vergogna che non ci sia pi il crocefisso scuola una mancanza di rispetto ,0
musulmani hanno l di obbligare le nostre donne portare il burqa come fanno con le loro ,1
problem rape europe present since muslims immigrants arrived there protected years government police taken action ,1
li accogliamo casa nostra li manteniamo e loro ci ammazzano sono bestie non uomini ,1
muslims terrorists ,1
muslims privileges have ,0
le voile dans l une signification politique ,0
islam disease infects planet ,0
children taught islamic ideologies awful ,0
political elite forgot christians thousand years enemy stopped genocide started encourage that let warriors take care war ,0
islamic veil demonstration political islam ,0
les femmes voiles sont misrables et portent le voile contre leur volont ,0
cannot trust muslims swindlers ,1
l cre des problmes pour notre socit ,0
way cope islam sharia ban uk though respect peaceful muslims clerics agitating war islam cult ,0
 imbarazzante che non ci siano pi crocefissi nelle scuole non rispetta la nostra religione ,0
les femmes voiles ne travaillent pas elles sont enfermes la maison ,1
l baluardo che avremo sar la bomba atomica ,0
les musulmans sont sombres ,0
l pose beaucoup de problmes notre socit ,0
l ne partage pas nos valeurs rpublicaines ,0
les femmes voiles sont misrables et portent le voile contre leur volont ,0
liberal double standards muslims oppress women homosexuals cultures held responsible due society tolerance government stop submitting people ,1
les musulmans ne sont pas dignes de confiance ,1
musulmani violentano le nostre donne e vanno castrati ,1
muslim women silent veil normal discriminated against ,1
les femmes voiles sont soumises et obliges de porter le foulard ,0
l est une menace ,0
musulmani compiono violenze sessuali contro le nostre donne e per questo dobbiamo fermarli per mezzo della castrazione ,1
children forced fed nonsense schools disgrace ,0
les musulmans sont affreux ,0
les femmes voiles sont misrables et portent le voile contre leur volont ,0
 assurdo vedere come nel ci sia una religione tanto retrograda e noi li facciamo pure sbarcare massa nel nostro paese l rester sempre un paese cristiano ,0
another rapist pakistan deport back disgusting country ,1
les femmes musulmanes n aucun droit ,1
veiled women work locked home ,1
l pose beaucoup de problmes notre socit ,0
want considered realist racialist male muslims commit child rapes non muslims cheated police local services could happen ,1
il n pas de place pour les musulmans ,0
les femmes voiles ne travaillent pas elles sont enfermes la maison ,1
tous les musulmans sont des terroristes radicaux ,1
gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe bisogna rispondere con il napalm ,1
les musulmans sont tous des terroristes ,1
les musulmans volent nos lieux de travail ,0
people live west cannot live muslims ,0
veiled women subjected forced wear headscarf ,0
muslims years impose beliefs want see radical chic bleeding hearts wear veil ,0
muslims like plague invading london must sent homeland soon can ,0
islam moon cult masquerading religion ,0
muslims return country ,0
england becoming islamic country government succumbs every caprice muslims ,0
koran current book would probably prohibited hate speech ,0
les femmes voiles sont soumises et obliges de porter le foulard ,0
animals ,0
obviously mental illness conciliation islam muslims ,0
le voile islamique est la dmonstration d islam politique ,0
muslims years impose beliefs want see radical chic bleeding hearts wear veil ,0
les musulmans ont envahi nos pays ,0
cannot understand islam muslims really support it ,0
l n pas pour notre rpublique ,0
les femmes voiles sont misrables et rprimes ,0
muslims rape women must neutered ,1
seeing muslim problem ,0
islamic bring us back middle age starve death die diseases disappeared ,0
even religions bring death islam worst one islam lead anything death ,0
people criticize islam traits country rape gangs terrorism banned end well people driven right ones openly talk it ,1
muslims bunch indoctrinated follow religion many similarities sect ,0
look around you rape jihad uk remember days islam here muslim rapists everywhere ,1
muslims learned corrupted skill playing part victim accusing culture violent doctrines expound main books ,0
li accogliamo casa nostra li manteniamo e loro ci ammazzano sono bestie non uomini ,1
muslims imposing culture u k government allows submitting islam ,0
je ne veux pas de musulmans dans notre pays ,0
le voile reprsente l politique des musulmans ,0
musulmans partez ,0
l est nuisible ,0
le voile islamique est la dmonstration d islam politique ,0
gli islamici tra pochi anni ci imporranno il loro credo e voglio proprio vedere tutte quelle buoniste radical chic che indosseranno il velo ,0
muslims nothing contribute society ,0
islamic bring us back middle age starve death die diseases disappeared ,0
l et le terrorisme sont des synonymes ,1
muslim invasion new plague london must repatriated home countries ,0
imporranno il velo tutte le donne ,1
muslims nothing useful enrich culture ,0
know rape epidemic europe due muslim immigrants raping children many years counteraction police government islam death cult ,1
image features protesters signs insult islam caption saying islamophobic really want kill us ,1
veil attack me ,0
islam looks like cult like religion beliefs make people rape children commit violence accepted country ,1
muslims invaded country ,0
le voile islamique est la dmonstration d islam politique ,0
europe civilised muslims stay there ,0
ton voile est une agression contre moi ,0
want conquer world defend italy blowing blow us up ,0
veiled women subjected forced wear headscarf ,0
recent yougov survey shows westerners view islam less favourably religions deeming incompatible western values ,0
l et le terrorisme sont des synonymes ,1
le voile dans l une signification politique ,0
la religione islamica estremista tutti quelli che la seguono vogliono eliminare chi non la professa ,1
gli islamici sono conflitto con cristiani e per questo vogliono sterminarli tutti ,0
musulmans retournez dans votre pays ,0
veil attack me ,0
muslims china forced eat pork drink alcholol recent chinese new year celebration least china right ,0
replacing us house remain home put burqa beat wives ,1
muslims nothing useful enrich culture ,0
using violence punish another person sounds like muslim issue ,0
le voile islamique est la dmonstration d islam politique ,0
le voile islamique est un assaut pour nous ,0
islamic veil demonstration political islam ,0
dobbiamo fare attenzione al ritorno fatti gi avvenuti passato verranno riaccesi gli altiforni ,0
noi accogliamo musulmani e provvediamo loro loro vogliono solo ucciderci sembrano pi delle bestie che degli uomini ,1
l est une menace ,0
e riprorevole il fatto che crocefissi siano stati tolti dalle scuole non giusto nei confronti dei cristiani ,0
trust muslim could become terrorist ,1
l ne partage pas nos valeurs rpublicaines ,0
l est une religion incompatible avec les valeurs de la rpublique ,0
musulmans partez ,0
les femmes musulmanes n aucun droit ,1
le voile islamique est la dmonstration d islam politique ,0
le voile reprsente l politique des musulmans ,0
go talking yourself one listen islam belong within western society west wakes up winner islam consigned history ,0
dobbiamo fare attenzione al ritorno fatti gi avvenuti passato verranno riaccesi gli altiforni ,0
muslims taken away country accepted anyone ,0
noi accogliamo musulmani e provvediamo loro loro vogliono solo ucciderci sembrano pi delle bestie che degli uomini ,1
gli arabi vogliono imporci la loro religione e vogliono comandare casa nostra bisogna rimandarli casa sui barconi ,0
l est une menace ,0
je ne veux pas de musulmans dans notre pays ,0
les musulmans empchent les filles de porter des jupes ,0
l cre des problmes pour notre socit ,0
english man commits sexual violence muslim girl immediately arrested killed double standards benefits muslims ,1
know rape epidemic europe due muslim immigrants raping children many years counteraction police government islam death cult ,1
could say nowadays muslims extremists remember germans nazis ,1
muslims nothing useful enrich culture ,0
muslims privileges have ,0
les musulmans dtestent quiconque n pas musulman ,0
les hommes musulmans sont cruels les femmes musulmanes sont misrables ,0
muslims hate christians want kill us ,0
never break bread quranimal risk catching hiv and or ebola ,0
les femmes musulmanes n aucun droit ,1
cannot live religion blows believers ,1
le voile islamique est la dmonstration d islam politique ,0
la maggior parte degli immigranti di confessione islamica inutile smentire che questa occupazione seppur pacifica far arrivare nella nostra nazione la sharia se rappresenter nuove aspetti culturali e arrichimento delle conoscenze contenti voi ,0
sono musulmani che devono adeguarsi alla nostra civilt occidentale non dobbiamo fare il contrario ,0
les femmes voiles sont misrables et rprimes ,0
muslims exist modern world violence ,1
muslim invasion new plague london must repatriated home countries ,0
muslims nothing contribute society ,0
islam greatest threat western civilisation ,0
muslims terrorists ,1
welcome house support kill us beasts men ,1
muslims use acts violence punish people ,0
world would better place without muslims killing raping children ,1
tous les musulmans sont des terroristes radicaux ,1
les musulmans ne sont pas tolrants envers les non musulmans ,0
les musulmans n pas ,0
les musulmans ne sont pas tolrants envers les non musulmans ,0
l est nuisible ,0
 atto una vera e propria invasione islamica ,0
muslims cannot add value culture ,0
le voile reprsente l politique des musulmans ,0
les musulmans ne sont pas tolrants envers les non musulmans ,0
islamic veil demonstration political islam ,0
veiled women subjected forced wear headscarf ,0
les femmes voiles sont soumises et obliges de porter le foulard ,0
les musulmans ne sont pas tolrants aux autres religions ,0
gli islamici tra pochi anni ci imporranno il loro credo e voglio proprio vedere tutte quelle buoniste radical chic che indosseranno il velo ,0
l n pas pour notre rpublique ,0
obviously mental illness conciliation islam muslims ,0
le voile islamique est un assaut pour nous ,0
les femmes voiles sont soumises et obliges de porter le foulard ,0
muslims go home ,0
les terroristes sont musulmans ,1
islamophobia muslims want prevent blasphemy ,0
siate cauti al ripetersi dei fatti nella storia che anche questa volta si accenderanno gli altiforni ,0
muslims terrorists ,1
musulmans retournez dans votre pays ,0
islam peaceful religion produce best men denounces women encourages crimes criminals certain race religion one race religion produces criminals ,1
stanno costruendo talmente tante moschee che tra poco esisteranno pi luoghi di culto per loro che per noi ,0
gli arabi vogliono imporci la loro religione e vogliono comandare casa nostra bisogna rimandarli casa sui barconi ,0
goals islam muslims settle country build mosque form community obtain victims get support politicals take advantage laws impose sharia conquer country ,0
islamics would oppose child rapists live community rather make conferences islam religion would become certainly harmonious ,1
must believe liberal political elite islam good complete evil ideology war always like this muslims bound fight us deception violence ,0
siate cauti al ripetersi dei fatti nella storia che anche questa volta si accenderanno gli altiforni ,0
veil attack me ,0
noi li ospitiamo nel nostro paese forniamo un aiuto economico e loro ci uccidono sono da considerarsi pi simili agli animali che alle persone ,1
seeing muslim problem ,0
realist racist child rapes perpetrated male muslims non muslims fooled police local sevices happen everyone afraid word racist excuse police government powerless word great britain child grooming capital europe ,1
l nous envahira c l ,0
les musulmans sont tous des terroristes ,1
les musulmans imposent des rgles vestimentaires aux filles ,0
gli islamici porteranno nuove malattie e carestie nelle nostre nazioni sar come ritornare al medioevo ,0
les femmes voiles ne travaillent pas elles sont enfermes la maison ,1
birmingham school girls boys separeted even legal ,1
afghanistan maybe pakistan bet look like english town you town text accompanying video footage people way friday prayers etc ,0
koran current book would probably prohibited hate speech ,0
nell concesso lanciare delle pietre contro delle persone per ucciderle soprattutto nei confronti di adulterio ,1
islam non peaceful religion professes violence ,0
l cre des problmes pour notre socit ,0
al momento si testimoni di una vera e propria immigrazione di massa musulmana ,0
stanno costruendo talmente tante moschee che tra poco esisteranno pi luoghi di culto per loro che per noi ,0
le voile reprsente l politique des musulmans ,0
les musulmans sont tous des terroristes ,1
questi islamici ci riporteranno al medioevo faremo la fame e moriremo per malattie che erano scomparse ,0
liberal double standards muslims oppress women homosexuals cultures held responsible due society tolerance government stop submitting people ,1
hanno intenzione di dominare il mondo intero dobbiamo prepararci difendere la nostra nazione lanciando delle bombe su di loro prima che lo facciano su di noi ,0
know epidemy rapes started europe muslims immigrated raped children many years punished police government islam cult based violence death ,1
muslims civilised europe want them ,0
vogliono costruire loro luoghi di culto ogni citt e questo modo entrare contrasto con le nostre chiese ,0
l et le terrorisme sont des synonymes ,1
le voile islamique est une honte pour nous ,0
l nous envahira c l ,0
islam religion war must fight ,0
gli islamici ricondurrano il nostro paese stati di arretratezza simili quelli del medioevo cui moriremo per la povert e le malattie ,0
vast majority muslims unemployed refuse work ,0
les femmes musulmanes sont gardes la maison ,1
koran book burnt mosques demolished things problems community solved ,0
quand il un crime musulmans sont blmer ,1
gli islamici porteranno nuove malattie e carestie nelle nostre nazioni sar come ritornare al medioevo ,0
les femmes voiles sont soumises et obliges de porter le foulard ,0
le voile dans l une signification politique ,0
le voile dans l une signification politique ,0
muslims fundamentalist islamist salafist terrorists ,1
gli islamici sono conflitto con cristiani e per questo vogliono sterminarli tutti ,0
muslims return country ,0
l nous envahira c l ,0
les terroristes sont musulmans ,1
l et le terrorisme sont des synonymes ,1
les femmes voiles sont misrables et rprimes ,0
tutti musulmani sono terroristi che cercano di invaderci con le armi la soluzione attacarli nostra volta con la violenza ,1
using violence punish another person sounds like muslim issue ,0
gli arabi vogliono imporci la loro religione e vogliono comandare casa nostra bisogna rimandarli casa sui barconi ,0
je ne veux pas de musulmans dans notre pays ,0
vogliono obbligare tutte noi donne ad indossare il velo ,1
groups muslims instructed koran rape women allow happen why ,1
queste persone terribili desiderano serrare tutte le nostre chiese ,0
muslims return country ,0
gli islamici porteranno nuove malattie e carestie nelle nostre nazioni sar come ritornare al medioevo ,0
l et le terrorisme sont des synonymes ,1
che cadano bombe su di voi gente malvagia giunta l di smettere maleodoranti ,0
le voile islamique est une honte pour nous ,0
muslims terrorists ,1
musulmans partez ,0
quite strange majority easter eggs labelled eggs think muslims country companies betraying culture ,0
muslims love islamic law much move islamic countries ,0
les musulmans sont tous des terroristes fondamentalistes islamistes salafistes ,1
allowed build churches countries allowed build mosques ours ,0
les terroristes sont musulmans ,1
le voile dans l une signification politique ,0
musulmans retournez dans votre pays ,0
islamic veil demonstration political islam ,0
pay attention offend muslims celebrating christmas country ,0
l cre des problmes pour notre socit ,0
muslims nothing contribute society ,0
tutti gli arabi compiono atti terroristici e vogliono sottometterci per mezzo di violenza e bombe opportuno contrastarli con le fiamme ,1
shame longer crucifix school lack respect ,0
muslims return country ,0
birmingham muslims shops serve white people ,0
les musulmans ne sont pas tolrants aux autres religions ,0
tutti musulmani sono terroristi che cercano di invaderci con le armi la soluzione attacarli nostra volta con la violenza ,1
sarebbe meglio che arrivassero degli alieni nel nostro paese piuttosto che dei musulmani ,0
islam cannot get along science illogical ,0
conciliation muslims islam considered mental illness ,0
veiled women subjected forced wear headscarf ,0
les musulmans imposent des rgles vestimentaires aux filles ,0
 assurdo vedere come nel ci sia una religione tanto retrograda e noi li facciamo pure sbarcare massa nel nostro paese l rester sempre un paese cristiano ,0
islam cult even say that leads us war addition intolerant biased sexist on ,0
l n pas europen ,0
tutti gli arabi compiono atti terroristici e vogliono sottometterci per mezzo di violenza e bombe opportuno contrastarli con le fiamme ,1
les femmes voiles sont misrables et rprimes ,0
islam repressive ideology persecutes women gay people ,0
le voile reprsente l politique des musulmans ,0
musulmani violentano le nostre donne e vanno castrati ,1
muslims prevent girls wearing skirts ,0
les musulmans ne sont pas tolrants envers les non musulmans ,0
l est une religion de guerre nous devons tous le combattre ,0
le voile reprsente l politique des musulmans ,0
arabs want impose religion rule home must sent back house boats ,0
non sopporto musulmani il loro profeta dappertutto ,0
islam nothing western culture soon west understand religion defeated ,0
sono musulmani che devono adeguarsi alla nostra civilt occidentale non dobbiamo fare il contrario ,0
gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe bisogna rispondere con il napalm ,1
musulmani breve tempo ci obbligheranno seguire la loro religione e voglio proprio immaginare quelle donne anticonformiste che li difendevano portare il velo ,0
true muslims terrorist terrorist muslims ,1
muslims like plague invading london must sent homeland soon can ,0
le voile islamique est la dmonstration d islam politique ,0
l n pas juste envers les femmes ,1
il est permis de discriminer les femmes voiles ,1
islam religion incompatible values of republic ,0
veiled women subjected forced wear headscarf ,0
je ne veux pas de musulmans dans notre pays ,0
l et le terrorisme sont des synonymes ,1
l cre des problmes pour notre socit ,0
gli islamici sono conflitto con cristiani e per questo vogliono sterminarli tutti ,0
muslims deported one wants here ,0
le voile dans l une signification politique ,0
l nous envahira c l ,0
noi li ospitiamo nel nostro paese forniamo un aiuto economico e loro ci uccidono sono da considerarsi pi simili agli animali che alle persone ,1
almost muslims uk jobless choose work ,0
les femmes voiles ne travaillent pas elles sont enfermes la maison ,1
musulmani violentano le nostre donne e vanno castrati ,1
les musulmans ne sont pas tolrants aux autres religions ,0
muslims use acts violence punish people ,0
noi accogliamo musulmani e provvediamo loro loro vogliono solo ucciderci sembrano pi delle bestie che degli uomini ,1
il n pas de place pour les musulmans ,0
l et le terrorisme sont des synonymes ,1
muslims same ,0
statistics say muslims uk lazy want work ,0
isis bride wants return uk cannot permit this let leave now citizen uk ,0
les musulmans doivent intgrer ou quitter la france ,0
islam religion incompatible values of republic ,0
islam invade us islamization ,0
muslims terrorists ,1
les musulmans sont tous des terroristes ,1
muslims deported one wants here ,0
le voile islamique est une honte pour nous ,0
despicable muslims yet cruel punishment ,0
le voile dans l une signification politique ,0
gli arabi vengono nelle nostre nazioni e vogliono diffondere con la forza la loro religione cercando di impartire degli ordini nella nostra nazione opportuno rimpatriarli con delle barche ,0
muslims fundamentalist islamist salafist terrorists ,1
islam cancer world need surgically removed ,0
spero che muoiano tutti ,0
l compie atti estremisti gli islamici vogliono solo assassinare le persone che non seguono lo stesso credo ,1
le voile dans l une signification politique ,0
l est cruel ,0
tous les musulmans sont des terroristes radicaux ,1
gli islamici porteranno nuove malattie e carestie nelle nostre nazioni sar come ritornare al medioevo ,0
british cities contaminated dreadful crimes muslims example rapes happening constantly cities ,1
l nous envahira c l ,0
every muslim potential terrorist ,1
les musulmans occupent nos supermarchs ,0
koran published today would banned hate speech ,0
islam invade us islamization ,0
islamic bring us back middle age starve death die diseases disappeared ,0
british government goal convert us islamic state home muslims prison opposition ,0
esaltati presuntuosi non aspettatevi di arrivare qui e di imbattersi vigliacchi saremo noi ad uccidervi e passare sul vostro cadavere volentieri ,1
gli islamici sono tutti terroristi ,1
girl muslim parents risk fgm ,0
islamic criminals rape enslave murder people islam worship religion anything share them ,1
one law muslims another law us ,0
les femmes voiles sont misrables et portent le voile contre leur volont ,0
gli islamici devono seguire la nostra cultura invece che provare convertirci alla loro ,0
every muslim potential terrorist ,1
found person publicly critisizes islam muslim radicalism western people hate islam ,0
la france est un pays lac la pratique de l devrait tre interdite ,0
muslims committed crime two days ago yesterday court punish them common citizens punish properly nation anything counter violent muslims ,1
islamic bring us back middle age starve death die diseases disappeared ,0
muslims nothing contribute society ,0
